Source,Target,Type,id,label,timeset,weight
ollidressler,RyanGosling,Directed,1124,,,1.0
chemg07,Fnac,Directed,1125,,,2.0
EnigmasLight99,Variety,Directed,1127,,,1.0
EnigmasLight99,GalGadot,Directed,1128,,,1.0
EnigmasLight99,PattyJenks,Directed,1129,,,1.0
EnigmasLight99,lifetimetv,Directed,1130,,,1.0
crippled_swan,EmojiMovie,Directed,1131,,,1.0
e1ynur,SpiderManMovie,Directed,1132,,,1.0
scj,siouxbruce,Directed,1133,,,1.0
LT38,Variety,Directed,1134,,,2.0
LT38,LifetimeTV,Directed,1135,,,1.0
terryleelife,SpiderManMovie,Directed,1136,,,1.0
SteveCalderon85,Collider,Directed,1137,,,1.0
SteveCalderon85,BrianFormo,Directed,1138,,,1.0
LT38,GalGadot,Directed,1140,,,1.0
LT38,PattyJenks,Directed,1141,,,1.0
LT38,lifetimetv,Directed,1142,,,1.0
WolvertonNash,TheJeffBridges,Directed,1143,,,1.0
WolvertonNash,helpforheroes,Directed,1144,,,1.0
WolvertonNash,channingtatum,Directed,1145,,,1.0
ConversationCA,ronburnett,Directed,1146,,,1.0
ConversationCA,EmilyCarrU,Directed,1147,,,1.0
TheBOSSofStress,coachforward,Directed,1148,,,1.0
globol10,AmazonVideo,Directed,1149,,,1.0
stylesremus,WarnerBrosUK,Directed,1150,,,1.0
NayaCutYoNails,nerdypoc,Directed,1151,,,1.0
SingingSurgeon,SmashG0D,Directed,1152,,,1.0
SingingSurgeon,lloD74,Directed,1153,,,1.0
futurehako,Variety,Directed,1154,,,1.0
futurehako,LifetimeTV,Directed,1155,,,1.0
kaitlin_gasner,TomHolland1996,Directed,1156,,,1.0
joaomar13471263,annabellemovie,Directed,1157,,,1.0
Accentaccesoriz,deegeemariegift,Directed,1158,,,1.0
BaireJoe,Variety,Directed,1159,,,1.0
BaireJoe,LifetimeTV,Directed,1160,,,1.0
jorshrr,GalGadot,Directed,1161,,,2.0
rmungo13,Variety,Directed,1162,,,1.0
rmungo13,GalGadot,Directed,1163,,,1.0
rmungo13,PattyJenks,Directed,1164,,,1.0
rmungo13,lifetimetv,Directed,1165,,,1.0
WilfredBLS,annabellemovie,Directed,1166,,,1.0
talknfilms,Variety,Directed,1167,,,1.0
talknfilms,GalGadot,Directed,1168,,,1.0
talknfilms,PattyJenks,Directed,1169,,,1.0
talknfilms,lifetimetv,Directed,1170,,,1.0
Toontanner,OnePerfectShot,Directed,1171,,,1.0
Toontanner,rejects,Directed,1172,,,1.0
Toontanner,stormofspoilers,Directed,1173,,,1.0
ColettesMovies,AQOFthemovie,Directed,1174,,,1.0
Lbaini,village_cines,Directed,1175,,,1.0
AndrewSzala,OnePerfectShot,Directed,1176,,,1.0
AndrewSzala,rejects,Directed,1177,,,1.0
AndrewSzala,stormofspoilers,Directed,1178,,,1.0
momtograndma,eatplayrock,Directed,1179,,,1.0
Batwing626,Variety,Directed,1180,,,1.0
Batwing626,KellyClarkson,Directed,1181,,,1.0
TreyGameDev,bladerunner,Directed,1182,,,1.0
tammyinlalaland,Variety,Directed,1183,,,1.0
tammyinlalaland,LifetimeTV,Directed,1184,,,1.0
BronyRetweets,CorpulentBrony,Directed,1185,,,1.0
ChatSuffit,LovingVincent,Directed,1186,,,1.0
antiwhorenina,ninadobrev,Directed,1188,,,1.0
mcottenden,IMAX,Directed,1189,,,1.0
nic_mm,Variety,Directed,1190,,,2.0
nic_mm,GalGadot,Directed,1191,,,1.0
nic_mm,PattyJenks,Directed,1192,,,2.0
nic_mm,lifetimetv,Directed,1193,,,2.0
lostwarbler,WarnerBrosUK,Directed,1194,,,1.0
pirila_d,village_cines,Directed,1195,,,1.0
WilfredBLS,justiceleaguewb,Directed,1196,,,1.0
itsjael_10,Variety,Directed,1197,,,1.0
itsjael_10,KellyClarkson,Directed,1198,,,1.0
themyscirae,Variety,Directed,1199,,,1.0
themyscirae,LifetimeTV,Directed,1200,,,1.0
Helenamackenzie,LovingVincent,Directed,1201,,,1.0
MaylandMorag,GalGadot,Directed,1202,,,1.0
BiankaNYC,JasonLVoorhees,Directed,1203,,,1.0
jakejordon2,bladerunner,Directed,1204,,,1.0
DrinkAsWest,DCEUMX,Directed,1205,,,1.0
Tricia53561881,KingsmanMovie,Directed,1206,,,1.0
HeroicGateway,Variety,Directed,1207,,,1.0
HeroicGateway,KellyClarkson,Directed,1208,,,1.0
penguinscribble,NBCUniversal,Directed,1209,,,1.0
jooeun00,seijun_yang,Directed,1210,,,1.0
simpleacresblog,eatplayrock,Directed,1211,,,1.0
VivalaRia,TracyYOliver,Directed,1212,,,1.0
VivalaRia,Variety,Directed,1213,,,1.0
PNolan14,AlertBot,Directed,1214,,,2.0
PNolan14,WonderWomanFilm,Directed,1215,,,2.0
PNolan14,RokuPlayer,Directed,1216,,,2.0
NakkabiAlex,Variety,Directed,1217,,,1.0
NakkabiAlex,LifetimeTV,Directed,1218,,,1.0
zoumrouda,Variety,Directed,1219,,,1.0
zoumrouda,GalGadot,Directed,1220,,,1.0
zoumrouda,lifetimetv,Directed,1221,,,1.0
thinker_foreign,GalGadot,Directed,1223,,,1.0
thinker_foreign,PattyJenks,Directed,1224,,,1.0
thinker_foreign,lifetimetv,Directed,1225,,,1.0
J_beezy2729,IGN,Directed,1226,,,1.0
ZTheJustOK,OnePerfectShot,Directed,1227,,,1.0
ZTheJustOK,rejects,Directed,1228,,,1.0
ZTheJustOK,stormofspoilers,Directed,1229,,,1.0
FearHellsGate,CinemaJaw,Directed,1230,,,1.0
FearHellsGate,FearHellsGate,Directed,1231,,,1.0
ninaskote,antiwhorenina,Directed,1232,,,1.0
ninaskote,ninadobrev,Directed,1233,,,1.0
jbh4313,EmojiMovie,Directed,1234,,,1.0
andymitch74,bladerunner,Directed,1238,,,1.0
ShitTm2,annabellemovie,Directed,1239,,,1.0
BronyRetweets,AlixLanett,Directed,1241,,,1.0
TrashPandas83,slcpd,Directed,1242,,,1.0
